video_name,frame_number,filename,split,path,width,height
clip_03_not_out,5,clip_03_not_out_frame000005.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000005.jpg,1280,720
clip_03_not_out,10,clip_03_not_out_frame000010.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000010.jpg,1280,720
clip_03_not_out,15,clip_03_not_out_frame000015.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000015.jpg,1280,720
clip_03_not_out,20,clip_03_not_out_frame000020.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000020.jpg,1280,720
clip_03_not_out,25,clip_03_not_out_frame000025.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000025.jpg,1280,720
clip_03_not_out,30,clip_03_not_out_frame000030.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000030.jpg,1280,720
clip_03_not_out,35,clip_03_not_out_frame000035.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000035.jpg,1280,720
clip_03_not_out,40,clip_03_not_out_frame000040.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000040.jpg,1280,720
clip_03_not_out,45,clip_03_not_out_frame000045.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_03_not_out_frame000045.jpg,1280,720
clip_03_not_out,50,clip_03_not_out_frame000050.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_03_not_out_frame000050.jpg,1280,720
clip_03_not_out,55,clip_03_not_out_frame000055.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000055.jpg,1280,720
clip_03_not_out,60,clip_03_not_out_frame000060.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000060.jpg,1280,720
clip_03_not_out,65,clip_03_not_out_frame000065.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000065.jpg,1280,720
clip_03_not_out,70,clip_03_not_out_frame000070.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000070.jpg,1280,720
clip_03_not_out,75,clip_03_not_out_frame000075.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000075.jpg,1280,720
clip_03_not_out,80,clip_03_not_out_frame000080.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000080.jpg,1280,720
clip_03_not_out,85,clip_03_not_out_frame000085.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000085.jpg,1280,720
clip_03_not_out,90,clip_03_not_out_frame000090.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000090.jpg,1280,720
clip_03_not_out,95,clip_03_not_out_frame000095.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000095.jpg,1280,720
clip_03_not_out,100,clip_03_not_out_frame000100.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000100.jpg,1280,720
clip_03_not_out,105,clip_03_not_out_frame000105.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000105.jpg,1280,720
clip_03_not_out,110,clip_03_not_out_frame000110.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_03_not_out_frame000110.jpg,1280,720
clip_03_not_out,115,clip_03_not_out_frame000115.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000115.jpg,1280,720
clip_03_not_out,120,clip_03_not_out_frame000120.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000120.jpg,1280,720
clip_03_not_out,125,clip_03_not_out_frame000125.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_03_not_out_frame000125.jpg,1280,720
clip_03_not_out,130,clip_03_not_out_frame000130.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_03_not_out_frame000130.jpg,1280,720
clip_03_not_out,135,clip_03_not_out_frame000135.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000135.jpg,1280,720
clip_03_not_out,140,clip_03_not_out_frame000140.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_03_not_out_frame000140.jpg,1280,720
clip_03_not_out,145,clip_03_not_out_frame000145.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_03_not_out_frame000145.jpg,1280,720
clip_03_not_out,150,clip_03_not_out_frame000150.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_03_not_out_frame000150.jpg,1280,720
clip_04_not_out,5,clip_04_not_out_frame000005.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000005.jpg,1280,720
clip_04_not_out,10,clip_04_not_out_frame000010.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000010.jpg,1280,720
clip_04_not_out,15,clip_04_not_out_frame000015.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000015.jpg,1280,720
clip_04_not_out,20,clip_04_not_out_frame000020.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000020.jpg,1280,720
clip_04_not_out,25,clip_04_not_out_frame000025.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000025.jpg,1280,720
clip_04_not_out,30,clip_04_not_out_frame000030.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000030.jpg,1280,720
clip_04_not_out,35,clip_04_not_out_frame000035.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000035.jpg,1280,720
clip_04_not_out,40,clip_04_not_out_frame000040.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_04_not_out_frame000040.jpg,1280,720
clip_04_not_out,45,clip_04_not_out_frame000045.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000045.jpg,1280,720
clip_04_not_out,50,clip_04_not_out_frame000050.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000050.jpg,1280,720
clip_04_not_out,55,clip_04_not_out_frame000055.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000055.jpg,1280,720
clip_04_not_out,60,clip_04_not_out_frame000060.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_04_not_out_frame000060.jpg,1280,720
clip_04_not_out,65,clip_04_not_out_frame000065.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000065.jpg,1280,720
clip_04_not_out,70,clip_04_not_out_frame000070.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000070.jpg,1280,720
clip_04_not_out,75,clip_04_not_out_frame000075.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000075.jpg,1280,720
clip_04_not_out,80,clip_04_not_out_frame000080.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000080.jpg,1280,720
clip_04_not_out,85,clip_04_not_out_frame000085.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000085.jpg,1280,720
clip_04_not_out,90,clip_04_not_out_frame000090.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000090.jpg,1280,720
clip_04_not_out,95,clip_04_not_out_frame000095.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_04_not_out_frame000095.jpg,1280,720
clip_04_not_out,100,clip_04_not_out_frame000100.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000100.jpg,1280,720
clip_04_not_out,105,clip_04_not_out_frame000105.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000105.jpg,1280,720
clip_04_not_out,110,clip_04_not_out_frame000110.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000110.jpg,1280,720
clip_04_not_out,115,clip_04_not_out_frame000115.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000115.jpg,1280,720
clip_04_not_out,120,clip_04_not_out_frame000120.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_04_not_out_frame000120.jpg,1280,720
clip_04_not_out,125,clip_04_not_out_frame000125.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000125.jpg,1280,720
clip_04_not_out,130,clip_04_not_out_frame000130.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_04_not_out_frame000130.jpg,1280,720
clip_04_not_out,135,clip_04_not_out_frame000135.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000135.jpg,1280,720
clip_04_not_out,140,clip_04_not_out_frame000140.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000140.jpg,1280,720
clip_04_not_out,145,clip_04_not_out_frame000145.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000145.jpg,1280,720
clip_04_not_out,150,clip_04_not_out_frame000150.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_04_not_out_frame000150.jpg,1280,720
clip_05_not_out,5,clip_05_not_out_frame000005.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_05_not_out_frame000005.jpg,1280,720
clip_05_not_out,10,clip_05_not_out_frame000010.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_05_not_out_frame000010.jpg,1280,720
clip_05_not_out,15,clip_05_not_out_frame000015.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000015.jpg,1280,720
clip_05_not_out,20,clip_05_not_out_frame000020.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000020.jpg,1280,720
clip_05_not_out,25,clip_05_not_out_frame000025.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_05_not_out_frame000025.jpg,1280,720
clip_05_not_out,30,clip_05_not_out_frame000030.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000030.jpg,1280,720
clip_05_not_out,35,clip_05_not_out_frame000035.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000035.jpg,1280,720
clip_05_not_out,40,clip_05_not_out_frame000040.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000040.jpg,1280,720
clip_05_not_out,45,clip_05_not_out_frame000045.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000045.jpg,1280,720
clip_05_not_out,50,clip_05_not_out_frame000050.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000050.jpg,1280,720
clip_05_not_out,55,clip_05_not_out_frame000055.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_05_not_out_frame000055.jpg,1280,720
clip_05_not_out,60,clip_05_not_out_frame000060.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000060.jpg,1280,720
clip_05_not_out,65,clip_05_not_out_frame000065.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000065.jpg,1280,720
clip_05_not_out,70,clip_05_not_out_frame000070.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000070.jpg,1280,720
clip_05_not_out,75,clip_05_not_out_frame000075.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000075.jpg,1280,720
clip_05_not_out,80,clip_05_not_out_frame000080.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000080.jpg,1280,720
clip_05_not_out,85,clip_05_not_out_frame000085.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000085.jpg,1280,720
clip_05_not_out,90,clip_05_not_out_frame000090.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_05_not_out_frame000090.jpg,1280,720
clip_05_not_out,95,clip_05_not_out_frame000095.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000095.jpg,1280,720
clip_05_not_out,100,clip_05_not_out_frame000100.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000100.jpg,1280,720
clip_05_not_out,105,clip_05_not_out_frame000105.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000105.jpg,1280,720
clip_05_not_out,110,clip_05_not_out_frame000110.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000110.jpg,1280,720
clip_05_not_out,115,clip_05_not_out_frame000115.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000115.jpg,1280,720
clip_05_not_out,120,clip_05_not_out_frame000120.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000120.jpg,1280,720
clip_05_not_out,125,clip_05_not_out_frame000125.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000125.jpg,1280,720
clip_05_not_out,130,clip_05_not_out_frame000130.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000130.jpg,1280,720
clip_05_not_out,135,clip_05_not_out_frame000135.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_05_not_out_frame000135.jpg,1280,720
clip_05_not_out,140,clip_05_not_out_frame000140.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000140.jpg,1280,720
clip_05_not_out,145,clip_05_not_out_frame000145.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000145.jpg,1280,720
clip_05_not_out,150,clip_05_not_out_frame000150.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_05_not_out_frame000150.jpg,1280,720
clip_06)not_out,5,clip_06)not_out_frame000005.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000005.jpg,1280,720
clip_06)not_out,10,clip_06)not_out_frame000010.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000010.jpg,1280,720
clip_06)not_out,15,clip_06)not_out_frame000015.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000015.jpg,1280,720
clip_06)not_out,20,clip_06)not_out_frame000020.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000020.jpg,1280,720
clip_06)not_out,25,clip_06)not_out_frame000025.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_06)not_out_frame000025.jpg,1280,720
clip_06)not_out,30,clip_06)not_out_frame000030.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000030.jpg,1280,720
clip_06)not_out,35,clip_06)not_out_frame000035.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000035.jpg,1280,720
clip_06)not_out,40,clip_06)not_out_frame000040.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000040.jpg,1280,720
clip_06)not_out,45,clip_06)not_out_frame000045.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000045.jpg,1280,720
clip_06)not_out,50,clip_06)not_out_frame000050.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_06)not_out_frame000050.jpg,1280,720
clip_06)not_out,55,clip_06)not_out_frame000055.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_06)not_out_frame000055.jpg,1280,720
clip_06)not_out,60,clip_06)not_out_frame000060.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000060.jpg,1280,720
clip_06)not_out,65,clip_06)not_out_frame000065.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000065.jpg,1280,720
clip_06)not_out,70,clip_06)not_out_frame000070.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000070.jpg,1280,720
clip_06)not_out,75,clip_06)not_out_frame000075.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000075.jpg,1280,720
clip_06)not_out,80,clip_06)not_out_frame000080.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000080.jpg,1280,720
clip_06)not_out,85,clip_06)not_out_frame000085.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000085.jpg,1280,720
clip_06)not_out,90,clip_06)not_out_frame000090.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000090.jpg,1280,720
clip_06)not_out,95,clip_06)not_out_frame000095.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000095.jpg,1280,720
clip_06)not_out,100,clip_06)not_out_frame000100.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000100.jpg,1280,720
clip_06)not_out,105,clip_06)not_out_frame000105.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000105.jpg,1280,720
clip_06)not_out,110,clip_06)not_out_frame000110.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_06)not_out_frame000110.jpg,1280,720
clip_06)not_out,115,clip_06)not_out_frame000115.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000115.jpg,1280,720
clip_06)not_out,120,clip_06)not_out_frame000120.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000120.jpg,1280,720
clip_06)not_out,125,clip_06)not_out_frame000125.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000125.jpg,1280,720
clip_06)not_out,130,clip_06)not_out_frame000130.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000130.jpg,1280,720
clip_06)not_out,135,clip_06)not_out_frame000135.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000135.jpg,1280,720
clip_06)not_out,140,clip_06)not_out_frame000140.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000140.jpg,1280,720
clip_06)not_out,145,clip_06)not_out_frame000145.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000145.jpg,1280,720
clip_06)not_out,150,clip_06)not_out_frame000150.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_06)not_out_frame000150.jpg,1280,720
clip_14_not_out,5,clip_14_not_out_frame000005.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_14_not_out_frame000005.jpg,1280,720
clip_14_not_out,10,clip_14_not_out_frame000010.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_14_not_out_frame000010.jpg,1280,720
clip_14_not_out,15,clip_14_not_out_frame000015.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000015.jpg,1280,720
clip_14_not_out,20,clip_14_not_out_frame000020.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000020.jpg,1280,720
clip_14_not_out,25,clip_14_not_out_frame000025.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_14_not_out_frame000025.jpg,1280,720
clip_14_not_out,30,clip_14_not_out_frame000030.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000030.jpg,1280,720
clip_14_not_out,35,clip_14_not_out_frame000035.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_14_not_out_frame000035.jpg,1280,720
clip_14_not_out,40,clip_14_not_out_frame000040.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_14_not_out_frame000040.jpg,1280,720
clip_14_not_out,45,clip_14_not_out_frame000045.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000045.jpg,1280,720
clip_14_not_out,50,clip_14_not_out_frame000050.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000050.jpg,1280,720
clip_14_not_out,55,clip_14_not_out_frame000055.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000055.jpg,1280,720
clip_14_not_out,60,clip_14_not_out_frame000060.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000060.jpg,1280,720
clip_14_not_out,65,clip_14_not_out_frame000065.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000065.jpg,1280,720
clip_14_not_out,70,clip_14_not_out_frame000070.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000070.jpg,1280,720
clip_14_not_out,75,clip_14_not_out_frame000075.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000075.jpg,1280,720
clip_14_not_out,80,clip_14_not_out_frame000080.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000080.jpg,1280,720
clip_14_not_out,85,clip_14_not_out_frame000085.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000085.jpg,1280,720
clip_14_not_out,90,clip_14_not_out_frame000090.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000090.jpg,1280,720
